,sentiment,target,kfold
7960, film ilginç dikkat izle gerekiyobasinda kafa karina son olay anla gerçekten müthiş film özelik fark ariyorsaniz10 üzer,positive,3
7961, son zaman yap dünya son felaket film tane aksiyon beklenti ol film izle zevk al aksiyon izle film aman film degilçok sik insan aksiyon beğen,negative,3
7962, güzel film yar sik film bit film kesinlikle,positive,3
7963, müthiş senaryo müthiş sonkesinlikle izle tosla yer ayır mit ol adam elektrik efendi edisyon gölge kal zor bırak,positive,3
7964, defalarca izle filmzaten tom hans film kaç,positive,3
7965, gerçekten yasa olaymismismis film yapmacık kalite rastla,negative,3
7966, kötü fil ol sik izle konu güzel konu isle güzel film ariston dren film pasif gör başka film gör,negative,3
7967, etkile duygusal oyun müthiş kesinlikle izle,positive,3
7968, met et izle git film toparla güzel ol film izle,negative,3
7969, film kelime süper mutlaka izle korkugerilim öge güzel isle bugün yapilmis korku film benze senaryo kesinlikle izle tavsiye et pişman ol,positive,3
7970, saban asker film kesinlikle komik zaman kayıp,negative,3
7971, akil film sıkıl beyin çalistirarak izle kurgugünümüz kalite zor yakala konu basarmislar izle beğen deri seyir,positive,3
7972, film harbi güzel bide anlat basari ta tebrik et unut film cesur yürek,positive,3
7973, film basari ol sebep çocukluk acilarimizla film yap dolar bütçe görsel efekt ihtiyaç olmadiginin kani film,positive,3
7974, oyun kadro gör git film film yavasligi büyük hayal kirikligina sürat,negative,3
7975, berbat film para yazık git,negative,3
7976, açı kusur film ol beklenti karsilamadiama kötü film kesinlikle hayirözelikle son dakika etkile el depola film iste ver üz ver,positive,3
7977, kelime vasat,negative,3
7978, son zaman izle güzel film film basın sok illüzyonist hayat hikaye anlatiyomus gel film kes son tahmin et çailsmadigimdan kaç sair son bitir,positive,3
7979, sedef avcı gürgen güzel performans sergilemislerdiger hersek kötüle sinem kobay imren hatirlamiyorumselenada SMILEYPOSITIVE sahne inan is adam iz tasimaktadirdedigim gürgen sedef avcı dil hersek berbatfilm,negative,3
7980, zaman müslüman terörist amerika israil yahudi masum göster alisa amerikan yar film dünya sağla çeliş yaptiklarini hak göster çaba sonuç film,negative,3
7981, şimdiye seyret güzel müzikal film veriyorumfazla söz hacetseyredin hak ver,positive,3
7982, film bak bak film adi kirlet izle,negative,3
7983, kitle mis sunshine al erkin isim kullan izle çek başar pembe dizi konu öte git konu kurgu büyük hayal lirik bırak yapım puan ver,negative,3
7984, rezalet para et fiyasko,negative,3
7985, izle doyum ol süper film,positive,3
7986, yar gel sik birik murat şeker film güzel gerçekten facia gürgen eh idare et sarp apak oyun sempatik ol bitir,negative,3
7987, uzun zaman film izle bul,negative,3
7988, sasirtici şekil hakket yüksek puan ali filmizlemeseniz kaybet lise ol uy çerezlik yapım,negative,3
7989, film üzer hakket film film mutlaka mutlaka izle,positive,3
7990, fikir üzer kötü yönetmen kötü kurgu büyük zaman kayıp,negative,3
7991, gerilim sev güzel film tavsiye et,positive,3
7992, harika film kesinlikle boyut izle fırsat kacirmayin kaç para şekil git pişman olmucaksiniz bol deneyim sinema sev yasama,positive,3
7993, çocuk fazla çocukça,negative,3
7994, türk sinema yüzaklarindan eski film canlan başla türk sinema taçlandirilmasi film muhteşem ver helal ol,positive,3
7995, kafa dağıt film hikaye ilgi çekici zaman zaman film karanliklastiriyor görefazla side,negative,3
7996, kötü film,negative,3
7997, film söyle film dünya film kalacakmükemel öte film kusur gerçek basyapitmel gibson bilim ali braveheart,positive,3
7998, fevkalade felaket film ol beklenti alt,negative,3
7999, son ay izle mükemmel türk film film hersek mükemmel söyle fazla söz haybe türk sinema amerikan sinema katliam tesadüf,positive,3
8000, film düşün konu su cevabi ver aksiyon komedi dram sinir film genel tanzim iç herze ayni sun film replik söz gerçekten mahkeme,positive,3
8001, kurgu ustaca isle aksiyon ol durgun filmbütün oyun sogukanlilikla rol üs gelmisseyredilmeye değer kalite yapıt,positive,3
8002, arkadaş samimi söyle hayat berbat film gör show tarz film hak et film para ver zaman harca gitgide pişman kesinlikle öner emin film izle çoğunluk düşün,negative,3
8003, şafak sezer aydemir abbas bak küfür et yazık üz gerçekten yabancı film ol oyun tanı ol önyargili ol yap birey millet ol ayni yap adet edin,negative,3
8004, güzel film başla aksiyon gerilim izle güzel film konu güzel sik değ,positive,3
8005, üstat muhteşem film dahamüthis kurgu sahip klasik karantina filmlerindenadam sefer kalite orta koy,positive,3
8006, film gerçekten harika film anla izle duygu vicdan film beğen sinema git insan galiba film uyku git kelime mükemmel teşekkür et emek geçen gel geçmiş türk film,positive,3
8007, aksiyon film fark olmuskesinlikle izle gerekirpazardaki sahne muhteşem,positive,3
8008, tavsiye et kötü film,negative,3
8009, reside ev türev film hoşlan tatmin et ol güzel gt50 sahne izle lük film tan,positive,3
8010, insan film beğen sası bide dünya film seç gerçekten üzüntü verici film kat kat üstün film vaki yazık,negative,3
8011, ara reis çelik kat is iç bil başka bil,negative,3
8012, güzel tavsiye et dünya varoluş birdal düşün güç sahip ol harcadigimiz çaba insan harca millet ali çek mi,positive,3
8013, kelime mükemmel,positive,3
8014, borsa vakit kayıp film bas dön sahne besle gizli şekil gerçek olay basit bel orta son büyük boşluk film sıra film,negative,3
8015, vasat,negative,3
8016, güzel yorum üzer izle su an sakin partili yer yorum ara gör sakin ha izle vakit kayıp,negative,3
8017, mükemmel seyret anla hal,positive,3
8018, film bas sikiyorsonra film iç al sürüklüyorbazi anla ilerle sahne ha anla diyorsunsonra tekrar anla film bit jeton düstüenteresan sürükleyici film,positive,3
8019, seri kötü film inanılmaz derece ol,negative,3
8020, son zaman izle kötü filmdifikrimce yas civar kız ask anlayisiyla örtüş hikaye film beğen ikinci yan mükemmel kalirolmamis kötü,negative,3
8021, eğlence filmizlemeyenler izle,negative,3
8022, film kötü zaman kayıp başka birey,negative,3
8023, konu itibari sıra sinir film günlük hayat sık karsilasilan irade ol konu varil izle tanıtım kullan sarkisarki süper konu yoksadece melis oyun begendimhiç öl abartildigi degiltavsiye et,negative,3
8024, türk sinema yap film film kolay kolay gel izle acayip şekil duygulan gerçekten güzel film,positive,3
8025, vala film süper konu falan senarist yönetmen helal ol süper is basarmislar jet jason stat ikili harika,positive,3
8026, kelime kötü film ol arkadaslarsikintidan geberdimbitsede çık para ver degnezçok sıra vasat reklam yap kadirilik,negative,3
8027, um iptal ol an mi kele muhteşem aktör men pati alt beyazperdede izle inanılmaz keyif ol sabir bekle,positive,3
8028, etkile filmdonemi yansitmis atmosfer oyun ilerle basari film mutlaka izle eric kral canlandirmis naftalin orman bil derin erkek kardeş rolundede son dönem bil oyna mutlaka izle,positive,3
8029, çak kitle mis sunshine,negative,3
8030, film mükemmel arkadaş kesinlikle izle andrey in oynadigi amele basari film,positive,3
8031, film izle kötü korku film güzel yüzlerce korku film izle reklam boz güzelesmis film başka,negative,3
8032, keyif film,positive,3
8033, film gerçekten güzel izle tavsiye et ful aksiyon ara aradiklarini bul bil aksiyon tat dram film,positive,3
8034, güzel vakit geçir güzel film senaryo,positive,3
8035, aksiyon sev film kaçirmamaliabartisiz film dakika dur durak bil film ol,positive,3
8036, sürükleyici değ,negative,3
8037, el eastwodan başyapıt savaş psikoloji anlat harbi film puan,positive,3
8038, arkadaş film berbat başrol bayan degismis yeni film yakismamis jet ye gel film katil konu cemşit pilav işit işit gel ön film basın senaryo yaz kesinlikle tavsiye et,negative,3
8039, film kesinlikle izlenmeligerçekten harika duygusal film olmusnasil zaman geç anlamadimoyuncular basari performans sergilemislerkesinlikle kaçır pişman ol,positive,3
8040, müthiş kurgu harika oyun asistan final iste film izle iste film ara bil film mi sor ali film hak müthiş,positive,3
8041, basari bul necati saçma ders rol haki fazlasıyla ver görüntü etkile devam film bekle,positive,3
8042, film süper ol kesin izle konu oyun hersek mükemmel,positive,3
8043, 205 in film,positive,3
8044, mükemmel film zaman yap izle anlaismiyor beğen defalarca izle sıkıl,positive,3
8045, güzel film ol senaryo beğeni al film son izle heyecan kat güzel film ol tebrik et lazım,positive,3
8046, film geç git büyük hata yap sıra insan sikilacagi fark hisset sofistike düşün inanılmaz beğen mükemmel film aptalca sıra senaryo sikildiysaniz buyur gerçek hayat,positive,3
8047, ay ara ikinci izle kelime muhteşem film ali yar türk film tat muhteşem canan ırmak,positive,3
8048, mi film berbat tv izle geçen zaman aciz halit ergenç beğen adam kurtar çalismis el gel senaryo çekim müzik yönetmen oyun abart,negative,3
8049, detay dikkat düşün konu ol mükemmel yakin kalite çekim efekt in sahne ol sırf amerikan amerikan sinema cevap ol düşün insani git cesur film mutlaka izle,positive,3
8050, kalite kok film emek ver şüphe götürmezbence seri son film kurtarmistirdevami bekle 2010 sabret söyle geç,positive,3
8051, harika gerilim adam dök oyun dekor güzel son zaman izle kalite gerilim film,positive,3
8052, saçma film ol herhalde iğrenç öte basari,negative,3
8053, fena değ parti ara cinstenhersey ayni konu tut olay geç yer değiş sefer kadın göz bekle olay,negative,3
8054, zaman kayıp başka degilstephen king ol aldat yen,negative,3
8055, yıl izle etkile müzik görüntü kalite ekstra puan al film,positive,3
8056, sinema izle yeter artık bit in film puan nejat is oyun,negative,3
8057, film harika final yap böl kat kar yap sik sürükleyici uzak film izletilertamam hersek ikinci film ol birinci ver pardon para iç zaman sinema sikilmamistim,negative,3
8058, eser ver puan kirilabilirki,positive,3
8059, aksiyon film izle deveran film tür aksiyon dram yerineaksiyon komedi ol tür komedi ol misalkorkunç film gül filmeinsani yer ser komik sahne,positive,3
8060, iste yaslarinizdaysaniz git,negative,3
8061, son zaman çek film eğlence komik taraf ver gerçekten güzel film sik,positive,3
8062, korku film sev film izle düşük puan ver korku film ol puan hak et film puan kaliyorbence korku film sev kesinlikle izle,positive,3
8063, jason stat mükemmel oyun ol film isle değer film sürükleyici macera dolu,positive,3
8064, güzel dun gece izle ger hisset baki kandil dusunmek can manken sohbet et calismakwil smith duygu yansitmis beyaz perdeyegorunmeye değer film kesinlikle,positive,3
8065, rezalet fiyasko,negative,3
8066, durağan konu basit bekle repo film ol,negative,3
8067, kent karantina filmifilmi büyük zevk izle,positive,3
8068, kötü tür film izle,positive,3
8069, nicole idman giyim hüsran numara ol çocuk hitap et tarz film,negative,3
8070, tom hans in adi dünya duyur dünya kapalı oyna inanılmaz klasikkesinlikle izle film arasindamükemel,positive,3
8071, anla mümkün su kurt vadi eleştir git aski memnu elestirsinlerneymis efendim puan vermezmismislan git bitir yabancı film puan ver taraf ol dürüst ol dürüst,positive,3
8072, film argo içer et tarz ol bil film hak yorum yapabilirizpulp fitin serseri kült ol filmdirmutlaka alt gazi izle,positive,3
8073, harika zekice is arka ara münasebet konu al mutlu mutlu ol ali intikam hugo jackson christian bale savlet johnson film ayrı çekici kati,positive,3
8074, dikkat et film karakter boş insan romeo julia zeki akil romantik gerçek kaybet film kurgu güzel ol senaryo yapmacık karakter film et,negative,3
8075, senaryo kötü oyun berbat son fiyaskofilmi kötü bekle açikçasizamana yazık ol,negative,3
8076, gerçekten dokunaklı etkile film türkiye insani birey bul film anlam başyapıt film varis genellikle komedi ol geç ikinci yarı özelik film son dram air bas,positive,3
8077, teker zaman kavram son derece isle filmizaman geri dön sefer apayrı tat bırak,positive,3
8078, bugün izle film unut yer vur emin film insani derin isle git gör ardından bugün seyret çetin tekindor oyun harika,positive,3
8079, insan bil defalarca izle gel süper öte,positive,3
8080, sinema izle film SMILEYPOSITIVE nesil hayat kocaman yer et film ol gör,positive,3
8081, ibret verici harika hikaye yarat çizgi bulun prenses mononokeden izle animasyon kaçirilmamali,positive,3
8082, film güzel değ su gün git kötü filmdikorku git korku gerilim ver SMILEYNEGATIVE git tavsiye et,negative,3
8083, mahsun kirmizigül güneş gör çek film seyret ol kan oturaklı film yap,positive,3
8084, muhteşem kitabi al kısa zaman oku hasret tavsiye ederimhugh jackson christian bale süper oyna dil film,positive,3
8085, karantina isim afis gör ask kaplan git yer otel seçtikkeske gir olay otel amir derece uzun tut erotik sahne fazla detay in görüntü mide bulandiriyortarantinonun tarz film bekle amasonradan öğren reklam,negative,3
8086, gerçekten harika animasyonanimasyonu sev film,positive,3
8087, arka kiramadigim sinema izle zor kal gerçekten kötü şafak vakit bölüm ayrilmasini yoğun heyecan sürükleyici kurgu seri kötü film kötü ikici,negative,3
8088, berbat film gör komedi giyim komedi başka hersek ver resmen porno film yap pes,negative,3
8089, filmnoluyor lan film konsantre ol,positive,3
8090, para kazan amaç yap berbat devam film ol birinci bayilmistim hayalkirikligi allah sinema falan git dede kiralamisim,negative,3
8091, ideolojik düşünce uydu taraf ol bakildiginda vasat film,negative,3
8092, son zaman izle film kesinlikle izle,positive,3
8093, hayat izle kötü film film mi sik ol görsel güzel bale sev izle başka izle puan ver gir maalesef sinop kapalı overated film görmemistimiyi yorum aldan,negative,3
8094, türk yar film iç film al insani duygu şüphe et mutlaka izle,positive,3
8095, polis yakismamis usta film is komedi aksiyon suç sıra basit boş pazar gün dol film,negative,3
