sentiment,target
"her aniyla ama özellikle müthis dokunakli son sahnesiyle insani acayip etkileyen bi film. duvar yikilmadan önce almanyada olanlar çok güzel anlatilmis,kesinlikle izlenmesi gerekekiyo. basarili oyunculuklar da cabasi",positive
jet li'nin en iyi filmlerinden biri. filmi 3. kez izliyorum ve son izleyisimde daha çok etkilendim!. en büyük jet li!.,positive
gayet güzel aksiyon-macera nin filmin her karesinde kendini hissettrdigi sürikleyici bir film..,positive
"oyunculara bakiyorsunuz süper brad pitt, george clooney, john malkovich... filme bakiyorsunuz biseye benzemiyor.....",negative
inanilmaz bir film dicek hic bir sey bulamiyorum muhtesem izleyin siz karar verin .,positive
bu filme komik diyenler hayatlarinda hiç komedi filmi izlememisler sanirim. ilk filmi referans alip gittim ama pisman oldum. çok çok kötü.,negative
filmin türü romantik/komedi yapilsaydi daha iyi olmaz miydi ? :s .@.,negative
arkadaslar filmin gösterim tarihi ne zaman 04 ocak diye yaziyor ama biz ne zaman izlicez.,negative
her zamanki gibi bir siyah giyen adamlar filmi digerlerinden bir farki yok ..,negative
"senede bir günden sonra izlerken agladigim 2. türk flimi.moraliniz bozuksa sakin seyretmeyin derim.senaryo,oyunculuk kesinlikle mükemmel..",positive
en ufak bir sekilde heyecanlandirmadi beni filmin vizyona girmesi . gitmeyi düsünmüyordum . arkadas israriyla oturduk koltuga ... yogun bir aksiyon içerse de yer yer sikildigim oldu . sürekli kendi kendime 'hep ayni seyler' deyip durdum . efektler iyiydi vs. tamamda hep ayni seyler yahu .  ....,negative
narnia filminin ilki çok güzeldi hele savas sahnesi çok güzeldi ikinci filmi berakla bekliyorum ikinci filme kesinkes gitçem.,negative
fiyasko..,negative
filmde herseyi tahmin ediyorsunuz süpriz felan yok hersey çok hizli gelisiyor yani bu filmi daha güzel daha yaratici çekebilirlerdi ben begenmedim ama ailece izlenebilecek güzel bir film.,negative
"romandan uyarlanan filmlerin arasinda bence en iyisi...müthis görsellik,oyunculuk,senaryo...tek kelimeyle mükemmel..",positive
yine amerikanin dünya ya pazarladigi kültürelyozlasma içerikli bir film seyrettim yazik zamanima çinsellik kokan bir filmdihic bir konusu yok tu kadin anlasilmak ister.,negative
2 buçuk saatime ve parama yazik oldu. gerçekten çok berbat film. ilk filmde yakalanan tesadüfi romantiklik bu filmde ana tema olarak islenmeye çalisilmis onuda maalesef ellerine yüzlerine bulastirmislar. .,negative
kesinlikle harika bir yapim sürekli izlerdim bu filmi ... ustaca yapilmis bir film gerçekten çok güzel.,positive
böyle içtenlik yok yani sanki rol degilde gerçek hayat gibi helal be yine tom hanks döktürmüsss.,positive
"harika,süper,mükemmel! kesnnnnllkkle izleyn! .",positive
"film berbar, tamamen yönetmenin hayal gücüyle yazilmis kitapla alakasi yok. bu yönetmene hesap sormak lazim yüzüklerin efendisine bakip kitaptan filme nasil film uyarlanacagini ögrensin..",negative
bu film neden bu kadar abartilmis anlamiyorum. kötü senaryo ve oyunculuklar bir yana film hiçbir sey vermiyor ve çok ama çok sikici filmi dvd yi ileri sardirarak 3 dakikaya sigdirabilrsiniz. tek kelimeyle berbatti .,negative
ben bes verdim.,negative
"ne kadar klise ve kötü bi filmdi ya.adamlarin film boyunca ne yapcaklarini tamamen önceden tahmin edebiliosun ve o rahatsiz kadinin herkezi saçma bi sekilde gaza getiririp,insanlarinda koyun gibi davranmalari çook saçma olmus...arsivimden kaldirim yani.gereksiz....",negative
1. izleyenler için sakin iyi bisey beklemeyin yerini asla tutmaz keske çevirmeselerdi de aklimizda sadece o mukemmel olan kelebek etkisi kalsaydi.,negative
çok vasat ve bogucu bi filmdi.tavsiye etmiyorum.,negative
filmi henüz izleme firsati buldum bende nasil bu kadar fasla puan almis sasirdim bence vasat bi film...zaman kaybindan baska bisy degil....,negative
"sikintidan patladim, gitmeyin, film basladiginda 50 kisi fln vardi, filmin yarisindan sonra 20 kisi kaldi... . film sonunda sadece 15 snlik bir flashback var, baska bir sahne yok...",negative
hotel 1 daha güzel 2 ii pek tavsiye etmem sadece bir sahnesi guzel yada sahneleri kesmisler tek kelimeyle berbat yazik olmus o kadar emege.,negative
"he unutmusum, 5 adamdan birisi çok marifetli, seytana kafa atiyor (asli osmanli torunu olabilir)",negative
"tam anlamiyla oyunculuk sovu, 10 üzerinden 10. ...dikkatli bakmiyorsunuz......",positive
kötü bir film.zaman kaybi..,negative
izledigim en iyi bilim kurgu diyebilirim çok güzel bi film tavsiye ederim herkese.....,positive
çok ilginç bi senaryosu vardi süper bi film komediyle romtizm ancak bu kardar iyi birlesebilir eglenceliydi oyunculuklar güzeldi(bunu söylememe bile gerek yok oyuncularin adi yazio zaten) klise bi son bekliyodum aslinda fakat çok sasirdimm...izleyinn .,positive
anladigim kadariyla bazi aksamlar pantheon taraflarinda gezinenler alexandre dumas'nin aci ve üzüntüyle haykirisini duyuyorlar.,negative
bu filmi basindan sonuna kadar izlemeye nasil dayandim bende bilmiyorum! oyuncu kadrosu güçlü ama film tek kelimeyle berbat. akilda kalan ve takdir edilecek tek sey tilda swinton (katie cove frances mcdormand (linda litzke) un oyunculuklari. gerçekten çok basarili oynamislar..,negative
hey gidin günler hey. bilmem kaç tane 10 eder bu film. bugün bi daha izledim ve ayni tad ayni keyif. tarihe düsen bir basyapit..,positive
"verdigi mesajlar adina, zamaninda kalbimizde taht kuran çagan irmak'i kiniyorum.... .",negative
bu film bir basyapittir dedigimde herkez itiraz etmisti. sinema dergisinin çikarttigi 15. yil özel sayisinda prestij filmi kaçinci olmus bir bakin. tekrar söylüyorum bu film bir basyapittir.,positive
ya oyunculuk mükemmel ötesi eric bananin sergiledigi en iyi oyunculuk.diger oyuncular desen bir harika çok akici bir film ama genelde erkekler sevmez bu filmi..,positive
"rezalet.... utaniyorum böyle filmleri gördükçe ve türk sinemasina çok büyük zararlari dokunuyo bu filmlerin. ileride çocuklarimiza bu filmleri mi gösterecegiz,bunlarla mi büyüdük diyecegiz gerçekten çok yazik.",negative
izlediim en iyi dram filmlerinden biri bu konudanki filmlerden holananlar kesin izlesin .,positive
"cristopher nolan in yükselisinin devam ettigi film 'the prestige'...'dark knight' ile de zirveye çikti...cristopher nolan in, cristian bale - michael caine ortakligi uzun yillar devam eder umarim...gerçekten basarili isler çikartiyorlar...kesinlikle izlenmeli bu film...().",positive
gereksiz bir film çok kötü zaman kaybindan baska birsey degil..,negative
böyle saçma bir konu olamazdi ayrica gerilim degildi konunun saçmaligi yüzünden bizi kahkalara bogdu tam bir hayal kirikligi.,negative
"film ve kitaplar güzel olabilir ama birkaç yillik bir seriye efsane denmesi çok yanlis, star wars yillar içinde o adi tirnaklariyla ve 1 milyar hayraniyla aldi... bu bir kaç milyon insan sevdi diye efsane adini kendi kendine koydu....",negative
.,positive
kesinlikle çok basarili ... .,positive
"ah jack nickolson, vah morgan freeman yine yaktiniz ortaligi. çok hos bi film olmus. ben bu oyunculari seviyorum yaa.",positive
çok güzel bir film olmus çok güzeldi açikçasi çok begendim mutlaka izlenmeli.,positive
adamin son sahnede vurulduktan sonra ayaga kalkma klisesi hariç her türlü kliseyi kullanan bi gerilim örnegi. izlemeyin.,negative
bu kadar muhtesem kendini kanitlamis bir filme zzz yorumlari yapilmasina inanamiyorum ....,positive
seyrettigim en kötü bond filmi..senaryo kopuk kopuk..sikici..aksiyon sahneleride saçmalik ve yapaylik içeriyor...eh bu kadar çok salona bu kadar çok film yetistirilirse böyle olur bu isler....,negative
bu film baska bir sey gerçekten... özgürlük mücadelesinin daha iyi anlatildigi bir film hatirlamiyorum... bu filmden sonra mel gibson kendisine sinemada gerçek bir yer edindi..gelmis geçmis en iyi 10 filmden biri....,positive
film hakkinda olumsuz yapanlar sanirim normal bir korku filmi izlemek için geçmisler ekranin basina bu filmi muhtesem yapan zaten gerçek yasanmis olaylar olmasi herseyiyle bilindik bir amerikan korku filmi ancak altini çizerek söylüyorum olaylar gerçek izlerken yok artik dedirtiyor.,positive
aslinda çok özel bir film degil ama sinemada gidip izlemek lazim efekler iyi normal bir film..,negative
oldukça kaliteli bir filmdi.sewerek izledim....,positive
arkadaslar suraya yorum yazarken filmin konusu hakkinda bilgi vermeyin ya. yok o basta ölmüs sonda su ölmüs ..,negative
gerçekten kaliteli film.tarantino dan bu filmi beklemezdim dogrusu.arsivinizin degismez filmi diyebilirim..,positive
son durak serisinin iyice baydiginin ve artik suyunu çikardiklarinin en iyi örnegi bu filmdir. ne diyim ki abuk sabuk ölüm sahnelerinden tutun da saçma sapan senaryo silsilesi yok 3d falan diye insanlari kandiriyorlar..,negative
"aksiyon filminden ne beklenirse fazlasini alacaginiz son dönemin özellikle transporterlada taninan oyuncusu jason statham,digerini zaten söylemeye gerek yok. hiç yorulmadan adam dövebilen usta jet li.altyaziyla sorunu olanlar içinde ideal.bomba bir film....",positive
tüyler ürpertici...,positive
"bugüne kadar izledigim en berbat film sakin ama sakin izleyip zaman kaybetmeyin. filmde hiç bisey yok ne kurgu, ne oyunculuk, ne senaryo, ne müzik... hiç bisey",negative
sadece kafa dagitmak için izlenilir bir orjinallik yok .,negative
will smit harika bir oyuncu burdada iyi oynamisti bu filmi 2008 de sinemada izlegimde gerilim olan yerleri çok iyiydi çünkü efekt çok iyiydi ve filmin dvd dende 2 kez izlemidim çok iyi bir film kendi basina filmde yalnigida iyi oynamis virüs türü filmlerin güzeli.,positive
esimin sen genelde iyi film izletirdin bu nerden çikti dedigi kadar berbat bir film.,negative
son yillarda çikmis en iyi filmlerden birtanesi.özellikle hugh jackman ve christian bale'in performanslari çok iyiydi.izlenmesi gereken filmlerden eger izlemediyseniz tavsiye ederim seyretmenizi.,positive
izlemekte çok geç kaldigimi düsündüren flim çok sey kaybetmisim gibi hissttirdi çpk etkileyici hiç beklenmedik bir son..kesinlikle arsivinizde bulunmali derim...,positive
kelebek etkisine benziyor ne kadar gecmise donersen don yolunda gitmiyen biseyler olucaktir sanirim bu yuzden zaman makinasi yok iiki de yok=))film cok gusel iiki de islemisim dedigim insanin biseylerin farkina vardiran yegane filmlerden biri.,positive
tek kelimeyle harikayd1 herkese tavsiye ederim beni çok aglatt1 konusuda süperdi mahsun k1rm1z1 gül büyük is baarm1s.,negative
"birçok filmde lafi geçen film ,basyapit mutlaka izleyin ve izlerken bir kutu çikolata alin",positive
filmin tüm olumsuzluklari senaryonun stephen kingin the rage öyküsünden çalinti oldugunu saklamak amaciyla yapilmaya çalisilan degisikliklerden kaynaklaniyor... filmin yillarsonra ancak vizyona girmesini de yine bu araklama mevzusun bagliyorum. yapimcilari da çagan irmaki da esefle kiniyorum..,negative
acayip hayal kirikligina ugradigim bi film cem yilmaz dan daha guzel bi film beklerdim tek güldügüm yerler: çanakkale geçilmez ve o ninenin ölümü,negative
valla yönetmen fena degil...genelde jet linin filmlerinde yönetmenlik yapmis yani eksindan anliyan birisi ama senarist ???...nasil bir senaryo yazmislar bilmiyorum ama bes para etmez bir film gibi geliyo...fazla umutlanmamak lazim....,negative
efsanevi müziklerin yaninda film sönük kalmis ..,negative
"türk kültürüyle,türk insaniyla hiçbir alakasi olmayan,sadece istanbulun zengin sosyetik kesimine hitap eden,ve gene çagan irmakin basin yoluyla yaptigi reklamla bu kadar ilgi gören saçmasapan bir film.sunu da söyliyim bu film bir türk filmi degil....",negative
hayatimda izledigim en güzel bilimkurgulardan biri bence oscar bu filme layik degil oscar üstü biseyler verilmeli.,positive
ya böle saçma bir film olamazzz hiç kimseye tavsiye etmiyorummm gitmeyinnnn.,negative
"çok güzel bir film derim ben, hüzünlenmek isteyen varsa biraz gözlerim dolsun istiyorsaniz filme gidin derim süperrrrr..",positive
"çok güzel,çok içten,çok sicak,herseyiyle güzel.yolculuk boyunca onlarla beraber herseyi yasayacaksiniz.sonunda bittiginde içinizi kaplayan o sicak duygunun bedeli yok..",positive
"normalde ask filmi begenen bir insan degilimdir. ancak bu film gerçekten güzel. film boyunca gerçek aski hissediyorsunuz, empati kuruyorsunuz. bir ask filmi olarak gerçekten basarili. .",positive
filmde pek bi aksiyon görmedim bence underworld daha iyi bir film.. kisacasi film benden düsük alir...,negative
çoook gereksiz bi film .,negative
bu film danny boyle`a bir hakaret bence....,negative
hayatimda seyrettigim en kötü filmdiii.,negative
kötü film arkadaslar buna benzer yüzlerce film var. artik sikildik bu tarz filmlerden. tek basina kahramanlik falan filan. milyon dolarlik bebek nerede bu nerede 4 puan bile alamaz bu film.,negative
hiç begenmedim :(son derece sikici bunun neresi korku gerilim ?izlemeye degmeyecek bi sözde korku filmi...3.,negative
farkli bir senaryo çok begendim tavsiye ediyorum izleyin..8.,positive
film teknik açidan basarili. ancak geri kalan her yönden kötü. oyunculuk (billy zane hariç) ve kurgu berbat... böyle bir konu çok daha güzel anlatilabilirdi. puanini hakeden bir film degil. herhalde fanatiklerince verilen puanlar bunlar...,negative
konu olarak ilk filimle neredeyse ayni olabilecek nitelikte ama diger herseyiyle tamamen farkli ve güzel bir film.bana sanki biraz kisa gibi geldi ya da ben izlemeye doyamadigimdan çabuk bitti diyebilirim..,positive
robert pattinson denen alacalkarnlikli sahsin popüler kültürle alakasi olmayan basarisini ikiye katlamak için girisilmis ucuz bir yapim..,negative
filmi izlerken acayip bunalima girdim diyebilirim vasatin çok altinda bir film vakit kaybi olarak görüyorum(benden . vakti bol arkadaslar izleyebilir.. saygilarimla....,negative
sürekli aksiyon sahneleriyle mi dolu??? film hakkinda 2 kelime yeter: tv filmi...!.,negative
çok kaliteli akillica bir filmdi ama beni sarmadi. .,positive
türünün kötülerinden. kesinlikle tavsiye etmiyorum.,negative
"bende beyendim, aksiyonu yüksek güzel bir film.",positive
su filme güzel film diyenlerin film zevkine sasiyorum. tamamen saçma sapan bi film. izleyip de zaman kaybetmeyin. kadroya çooooooook yazik olmus..,negative
bence mükemmel bir film. filmde hersey vardi. film biran bile durmuyor bastan sona aksiyon akiyor filmden herkes bu filmi izlesin derim.,positive
mükemmel bir film.kesinlikle gidin. bu film ödül aldiginda keske izleseydim demeyin. tam bir basyapit olmus. ne böyle bir kurgu ne de böyle bir son görmedim daha önce. film yavas akiyor ama öyle sürükleyici ki izlerken çabuk bitmesin diye dua ettim..,positive
süper bi film mutlaka devami gelecek jason statham yine süperdi.,positive
ya tamam konusu güzel biçok filmden daha güzel ama bu sekildemi yapilir bir film ya. yani mekanlar falan efekler igrenç ötesi tüm filmi rezil etmis zaten çok kötü islenmis bir film  okadar.,negative
"inanilmaz yapmacik, inanilmaz kötü roller daha ne yazayim zaten filme para harcanmadigi çok açik tatil yaparken film çekmisler  dünya da film kalmazsa izleyin.",negative
inanilmaz ve etkileyici bi dram ve cok ince espirilere sahip bi basyapit.,positive
arkadaslar ben izledim ve hiç bisey anlamadim malesef... oyuncu kadrosu gayet saglam ama ne bir kurgu ne gerilim hiç birsey yok ya bos zaman kaybi.. zamanim kiymetli diyenlere duyurulur....,negative
hey türk yönetmenler lütfen ama lütfen komedi filmi yapmayin. basaramiyorsunuz iste olmuyor zorlamayin.,negative
abi filmi izleyin filmin bitmesine 10 dakika kala kapatin böyle son mu olur ya.,negative
bence 2.filmde birinci kadar süper olacak.diger arkadaslarinda belirttigi gibi isallah müzikleride birinci kadar süper olur!.,positive
arkadaslar 3 puan biraz fazla olmamis mi bu filme? bence 3ü bile haketmiyor da....,negative
"gerçekten etkileyici,bana kalirsa ""nikola tesla"" üzerine kurulmus fakat bunu senaryosuyla çokta açik seçik dile getirmeyen bir film olmasi daha kuvvetli bir ihtimal...",positive
